_id,Policy_Number,Base_Policy,Month,Month_Claimed,Age_Group,Age_Of_Vehicle,Fault,Past_Number_Of_Claims,Year,Fraud,Insurance_Amount,Vehicle,Accident_Area
655e239591d67ee903e53d12,168,Collision,Oct,Oct,21-30,6 years,Policy Holder,0,1994,0,17500,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e53d13,169,All Perils,May,Jul,41-50,more than 7,Policy Holder,4,1994,0,37794,655d395b7086282ba8e0813a,655d5a177086282ba8e08152
655e239591d67ee903e53d14,170,Liability,May,May,51-60,more than 7,Policy Holder,4,1994,1,53197,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e53d15,171,All Perils,Mar,Mar,31-40,7 years,Policy Holder,0,1994,0,28979,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e53d16,172,Liability,Mar,Mar,21-30,7 years,Policy Holder,3,1994,0,54816,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e53d17,173,Collision,Feb,Feb,31-40,7 years,Policy Holder,0,1994,1,12939,655d395b7086282ba8e08149,655d5a177086282ba8e08157
655e239591d67ee903e53d18,174,Liability,Feb,Feb,21-30,6 years,Policy Holder,4,1994,0,53770,655d395b7086282ba8e08146,655d5a177086282ba8e0815a
655e239591d67ee903e53d19,175,All Perils,Feb,Feb,31-40,6 years,Policy Holder,0,1994,0,13315,655d395b7086282ba8e0812e,655d5a177086282ba8e08158
655e239591d67ee903e53d1a,176,All Perils,Feb,Feb,31-40,6 years,Policy Holder,0,1994,0,11638,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e53d1b,177,All Perils,Feb,Feb,31-40,more than 7,Policy Holder,2,1994,0,11426,655d395b7086282ba8e08142,655d5a177086282ba8e0815a
655e239591d67ee903e53d1c,178,Liability,Jan,Feb,21-30,6 years,Policy Holder,6,1994,0,51037,655d395b7086282ba8e0812d,655d5a177086282ba8e0815b
655e239591d67ee903e53d1d,179,All Perils,Jan,Jan,51-60,more than 7,Policy Holder,0,1994,1,27574,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239591d67ee903e53d1e,180,All Perils,Jan,Jan,51-60,more than 7,Third Party,0,1994,0,25613,655d395b7086282ba8e08137,655d5a177086282ba8e0814f
655e239591d67ee903e53d1f,181,All Perils,Jan,Jan,71-80,more than 7,Policy Holder,2,1994,0,10700,655d395b7086282ba8e0812c,655d5a177086282ba8e0815c
655e239591d67ee903e53d20,182,Collision,Jun,Jul,41-50,7 years,Policy Holder,0,1994,0,25380,655d395b7086282ba8e0813e,655d5a177086282ba8e08153
655e239591d67ee903e53d21,183,All Perils,Jun,Jun,21-30,6 years,Third Party,0,1994,1,14220,655d395b7086282ba8e08133,655d5a177086282ba8e0815a
655e239591d67ee903e53d22,184,All Perils,Dec,Feb,41-50,more than 7,Third Party,7,1994,0,16247,655d395b7086282ba8e08147,655d5a177086282ba8e08156
655e239591d67ee903e53d23,185,All Perils,Jan,Jan,51-60,7 years,Third Party,0,1994,0,13521,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e53d24,186,All Perils,Jan,Jan,41-50,more than 7,Policy Holder,0,1994,1,23695,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e53d25,187,Liability,Jan,Jan,20-Nov,new,Third Party,4,1994,0,54074,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e53d26,188,Liability,Dec,Jan,51-60,7 years,Third Party,1,1994,0,68594,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e53d27,189,Liability,Jan,Jan,31-40,7 years,Policy Holder,5,1994,0,61122,655d395b7086282ba8e08125,655d5a177086282ba8e08158
655e239591d67ee903e53d28,190,All Perils,Dec,Jan,41-50,more than 7,Policy Holder,5,1994,0,28045,655d395b7086282ba8e08133,655d5a177086282ba8e08159
655e239591d67ee903e53d29,191,Collision,Dec,Jan,41-50,more than 7,Policy Holder,0,1994,1,29368,655d395b7086282ba8e08133,655d5a177086282ba8e0815c
655e239591d67ee903e53d2a,192,All Perils,Feb,Feb,41-50,more than 7,Policy Holder,4,1994,1,18973,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e53d2b,193,All Perils,Dec,Jan,21-30,6 years,Policy Holder,0,1994,0,32126,655d395b7086282ba8e08126,655d5a177086282ba8e0815c
655e239591d67ee903e53d2c,194,All Perils,Feb,Feb,41-50,6 years,Policy Holder,0,1994,0,19289,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e53d2d,195,Collision,Dec,Jan,31-40,more than 7,Policy Holder,0,1994,0,53565,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e53d2e,196,Collision,Feb,Feb,41-50,more than 7,Third Party,0,1994,1,14194,655d395b7086282ba8e08124,655d5a177086282ba8e08158
655e239591d67ee903e53d2f,197,Collision,Feb,Oct,31-40,7 years,Third Party,3,1994,1,19445,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e53d30,198,Collision,Aug,Sep,31-40,7 years,Third Party,5,1994,0,24006,655d395b7086282ba8e08133,655d5a177086282ba8e0815a
655e239591d67ee903e53d31,199,All Perils,Mar,Mar,51-60,6 years,Policy Holder,4,1994,0,25734,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e53d32,200,All Perils,Dec,Jan,21-30,6 years,Third Party,0,1994,0,13309,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e53d33,201,Collision,Dec,Jan,31-40,more than 7,Third Party,0,1994,0,17463,655d395b7086282ba8e08133,655d5a177086282ba8e08155
655e239591d67ee903e53d34,202,Collision,Dec,Jan,31-40,6 years,Policy Holder,1,1994,1,18059,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e53d35,203,Collision,Dec,Jan,20-Nov,new,Policy Holder,4,1994,0,17299,655d395b7086282ba8e0812e,655d5a177086282ba8e0814e
655e239591d67ee903e53d36,204,Liability,Sep,Sep,41-50,7 years,Policy Holder,0,1994,0,51444,655d395b7086282ba8e0812d,655d5a177086282ba8e08150
655e239591d67ee903e53d37,205,All Perils,Dec,Jan,41-50,7 years,Third Party,4,1994,1,21899,655d395b7086282ba8e0813e,655d5a177086282ba8e08159
655e239591d67ee903e53d38,206,Collision,Apr,May,61-70,more than 7,Policy Holder,1,1994,1,26470,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e53d39,207,Collision,Dec,Jan,21-30,4 years,Policy Holder,3,1994,0,25625,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e53d3a,208,Collision,Sep,Oct,21-30,5 years,Policy Holder,3,1994,1,14804,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e53d3b,209,Collision,Oct,Oct,21-30,5 years,Third Party,0,1994,1,16550,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e53d3c,210,All Perils,Dec,Mar,31-40,6 years,Third Party,0,1994,1,25085,655d395b7086282ba8e0813e,655d5a177086282ba8e0814e
655e239591d67ee903e53d3d,211,Collision,Apr,Apr,31-40,more than 7,Policy Holder,0,1994,0,12324,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e53d3e,212,All Perils,Feb,Feb,31-40,5 years,Third Party,0,1994,1,29679,655d395b7086282ba8e0812e,655d5a177086282ba8e08151
655e239591d67ee903e53d3f,213,Collision,Feb,Feb,41-50,7 years,Policy Holder,7,1994,1,18302,655d395b7086282ba8e0811f,655d5a177086282ba8e08155
655e239591d67ee903e53d40,214,All Perils,Aug,Aug,31-40,7 years,Policy Holder,0,1994,0,21541,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e53d41,215,Collision,Jun,Jun,21-30,7 years,Policy Holder,3,1994,1,26063,655d395b7086282ba8e08133,655d5a177086282ba8e0814f
655e239591d67ee903e53d42,216,Collision,Jun,Sep,51-60,more than 7,Policy Holder,0,1994,1,29204,655d395b7086282ba8e08124,655d5a177086282ba8e0815a
655e239591d67ee903e53d43,217,Collision,Jun,Jun,61-70,more than 7,Policy Holder,0,1994,0,18726,655d395b7086282ba8e08147,655d5a177086282ba8e08158
655e239591d67ee903e53d44,218,Liability,Jan,Jan,61-70,more than 7,Policy Holder,5,1994,1,55239,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e53d45,219,Collision,Jan,Feb,61-70,more than 7,Policy Holder,0,1994,0,26405,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e53d46,220,All Perils,Feb,Feb,51-60,more than 7,Policy Holder,1,1994,0,25733,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e53d47,221,Liability,Jul,Sep,21-30,6 years,Policy Holder,4,1994,0,67783,655d395b7086282ba8e08146,655d5a177086282ba8e0815c
655e239591d67ee903e53d48,222,Liability,Jun,Jun,31-40,7 years,Policy Holder,5,1994,1,59473,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e53d49,223,Collision,Jan,Jan,31-40,7 years,Third Party,5,1994,0,29447,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e53d4a,224,Liability,Jan,Jan,21-30,6 years,Policy Holder,8,1994,0,57705,655d395b7086282ba8e0812d,655d5a177086282ba8e08158
655e239591d67ee903e53d4b,225,All Perils,Jan,Jan,51-60,more than 7,Policy Holder,4,1994,1,10066,655d395b7086282ba8e08147,655d5a177086282ba8e08154
655e239591d67ee903e53d4c,226,Liability,Nov,Nov,21-30,6 years,Policy Holder,2,1994,0,50273,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e53d4d,227,Collision,Oct,Oct,21-30,7 years,Third Party,0,1994,1,26427,655d395b7086282ba8e08142,655d5a177086282ba8e08157
655e239591d67ee903e53d4e,228,Collision,Oct,Oct,21-30,6 years,Policy Holder,3,1994,1,24654,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239591d67ee903e53d4f,229,Collision,Dec,Jan,41-50,7 years,Policy Holder,1,1994,0,28348,655d395b7086282ba8e0813e,655d5a177086282ba8e08152
655e239591d67ee903e53d50,230,Liability,Oct,Oct,61-70,7 years,Policy Holder,8,1994,0,51808,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239591d67ee903e53d51,231,Collision,Jun,Jun,31-40,6 years,Policy Holder,0,1994,1,24828,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e53d52,232,All Perils,Apr,Apr,41-50,6 years,Policy Holder,5,1994,1,22071,655d395b7086282ba8e08133,655d5a177086282ba8e0815b
655e239591d67ee903e53d53,233,Collision,Dec,Jan,21-30,7 years,Policy Holder,4,1994,1,17831,655d395b7086282ba8e08124,655d5a177086282ba8e0815c
655e239591d67ee903e53d54,234,Collision,Mar,Apr,31-40,6 years,Third Party,0,1994,0,10526,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239591d67ee903e53d55,235,All Perils,Mar,Mar,21-30,6 years,Policy Holder,0,1994,0,25766,655d395b7086282ba8e08137,655d5a177086282ba8e08159
655e239591d67ee903e53d56,236,All Perils,Dec,Jan,21-30,6 years,Policy Holder,0,1994,0,25892,655d395b7086282ba8e08124,655d5a177086282ba8e08156
655e239591d67ee903e53d57,237,Collision,Mar,Mar,31-40,7 years,Policy Holder,5,1994,0,27410,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e53d58,238,Liability,Mar,Mar,31-40,6 years,Policy Holder,0,1994,0,64552,655d395b7086282ba8e0813d,655d5a177086282ba8e08153
655e239591d67ee903e53d59,239,All Perils,Jan,Jan,51-60,more than 7,Policy Holder,0,1994,1,10712,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e53d5a,240,Liability,Jan,Jan,21-30,7 years,Policy Holder,6,1994,0,55778,655d395b7086282ba8e08134,655d5a177086282ba8e08159
655e239591d67ee903e53d5b,241,Liability,Jan,Jan,31-40,6 years,Policy Holder,3,1994,0,63796,655d395b7086282ba8e08125,655d5a177086282ba8e0815c
655e239591d67ee903e53d5c,242,Liability,Jan,Jan,21-30,4 years,Policy Holder,4,1994,1,66760,655d395b7086282ba8e08134,655d5a177086282ba8e0815b
655e239591d67ee903e53d5d,243,Liability,Aug,Jan,21-30,5 years,Policy Holder,7,1994,0,69151,655d395b7086282ba8e08134,655d5a177086282ba8e0815a
655e239591d67ee903e53d5e,244,Collision,Aug,Mar,20-Nov,new,Policy Holder,0,1994,1,25170,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e53d5f,245,Collision,Feb,Mar,31-40,6 years,Third Party,0,1994,1,14182,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e53d60,246,Collision,Dec,Jan,20-Nov,new,Third Party,0,1994,1,29110,655d395b7086282ba8e0812e,655d5a177086282ba8e08155
655e239591d67ee903e53d61,247,All Perils,Feb,Feb,41-50,7 years,Policy Holder,0,1994,0,16093,655d395b7086282ba8e0812c,655d5a177086282ba8e0815c
655e239591d67ee903e53d62,248,Liability,Feb,Feb,41-50,7 years,Policy Holder,3,1994,0,65694,655d395b7086282ba8e08121,655d5a177086282ba8e08151
655e239591d67ee903e53d63,249,Collision,Feb,Feb,31-40,7 years,Policy Holder,0,1994,0,13772,655d395b7086282ba8e08147,655d5a177086282ba8e08155
655e239591d67ee903e53d64,250,Collision,Feb,Feb,51-60,more than 7,Policy Holder,4,1994,1,28725,655d395b7086282ba8e0811f,655d5a177086282ba8e08159
655e239591d67ee903e53d65,251,Collision,Jan,Jan,20-Nov,3 years,Third Party,4,1994,0,60917,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e53d66,252,All Perils,Jan,Jan,21-30,7 years,Policy Holder,4,1994,1,25565,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e53d67,253,Collision,Jan,Jan,21-30,5 years,Policy Holder,1,1994,1,12485,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e53d68,254,Liability,Jan,Jan,21-30,6 years,Policy Holder,2,1994,0,61325,655d395b7086282ba8e0813d,655d5a177086282ba8e0815b
655e239591d67ee903e53d69,255,Collision,Dec,Jan,21-30,7 years,Third Party,4,1994,1,69474,655d395b7086282ba8e08134,655d5a177086282ba8e08159
655e239591d67ee903e53d6a,256,Liability,Dec,Jan,41-50,more than 7,Policy Holder,1,1994,1,62174,655d395b7086282ba8e0813d,655d5a177086282ba8e08156
655e239591d67ee903e53d6b,257,Collision,Dec,Jan,41-50,more than 7,Policy Holder,1,1994,0,14376,655d395b7086282ba8e08149,655d5a177086282ba8e0815c
655e239591d67ee903e53d6c,258,Collision,Dec,Jan,41-50,7 years,Policy Holder,5,1994,1,22779,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e53d6d,259,Collision,Aug,Aug,41-50,7 years,Policy Holder,1,1994,0,16408,655d395b7086282ba8e08133,655d5a177086282ba8e08158
655e239591d67ee903e53d6e,260,Liability,Jun,Jun,41-50,more than 7,Policy Holder,4,1994,0,52159,655d395b7086282ba8e0813d,655d5a177086282ba8e08154
655e239591d67ee903e53d6f,261,Collision,Jun,Jun,41-50,more than 7,Policy Holder,0,1994,0,22798,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e53d70,262,All Perils,May,May,41-50,7 years,Third Party,0,1994,0,27854,655d395b7086282ba8e0811f,655d5a177086282ba8e0815b
655e239591d67ee903e53d71,263,Collision,Apr,Apr,41-50,more than 7,Policy Holder,0,1994,1,20009,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e53d72,264,Collision,Apr,Apr,31-40,6 years,Third Party,2,1994,0,13358,655d395b7086282ba8e08147,655d5a177086282ba8e0815a
655e239591d67ee903e53d73,265,Liability,Feb,Aug,51-60,7 years,Policy Holder,1,1994,1,61585,655d395b7086282ba8e0813d,655d5a177086282ba8e08159
655e239591d67ee903e53d74,266,Collision,Dec,Jan,21-30,5 years,Third Party,0,1994,0,20951,655d395b7086282ba8e08149,655d5a177086282ba8e08158
655e239591d67ee903e53d75,267,Liability,Feb,Feb,31-40,7 years,Policy Holder,5,1994,0,63427,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e53d76,268,All Perils,Feb,Feb,21-30,6 years,Third Party,0,1994,0,27355,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e53d77,269,All Perils,Feb,Feb,20-Nov,new,Policy Holder,1,1994,1,27800,655d395b7086282ba8e0812e,655d5a177086282ba8e08157
655e239591d67ee903e53d78,270,Liability,Feb,Feb,41-50,more than 7,Policy Holder,1,1994,0,62133,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e53d79,271,Liability,Jan,Jan,31-40,3 years,Policy Holder,3,1994,1,62374,655d395b7086282ba8e08125,655d5a177086282ba8e0815c
655e239591d67ee903e53d7a,272,Collision,Jan,Jan,31-40,6 years,Policy Holder,0,1994,0,26058,655d395b7086282ba8e0813e,655d5a177086282ba8e08156
655e239591d67ee903e53d7b,273,Collision,Jan,Jan,41-50,more than 7,Policy Holder,0,1994,0,18814,655d395b7086282ba8e08147,655d5a177086282ba8e0814e
655e239591d67ee903e53d7c,274,Collision,Jan,Jan,71-80,more than 7,Policy Holder,1,1994,0,24367,655d395b7086282ba8e08124,655d5a177086282ba8e0815b
655e239591d67ee903e53d7d,275,Liability,Jan,Jan,41-50,7 years,Policy Holder,0,1994,0,69786,655d395b7086282ba8e0812d,655d5a177086282ba8e08154
655e239591d67ee903e53d7e,276,Collision,Jan,Jan,31-40,7 years,Policy Holder,0,1994,0,53656,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e53d7f,277,All Perils,Jan,Jan,31-40,7 years,Policy Holder,1,1994,0,23641,655d395b7086282ba8e08147,655d5a177086282ba8e0815c
655e239591d67ee903e53d80,278,Liability,Jan,Jan,20-Nov,new,Policy Holder,5,1994,0,58593,655d395b7086282ba8e0812d,655d5a177086282ba8e0815b
655e239591d67ee903e53d81,279,All Perils,Dec,Dec,41-50,7 years,Policy Holder,2,1994,1,18896,655d395b7086282ba8e0813e,655d5a177086282ba8e0815a
655e239591d67ee903e53d82,280,Liability,Dec,Jan,20-Nov,new,Policy Holder,0,1994,1,57037,655d395b7086282ba8e0812d,655d5a177086282ba8e08153
655e239591d67ee903e53d83,281,All Perils,Dec,Feb,20-Nov,new,Policy Holder,0,1994,0,26104,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e53d84,282,Liability,Dec,Jan,21-30,7 years,Policy Holder,8,1994,0,61613,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e53d85,283,All Perils,Mar,Jan,20-Nov,new,Policy Holder,0,1994,0,18980,655d395b7086282ba8e0812e,655d5a177086282ba8e0815c
655e239591d67ee903e53d86,284,Liability,Dec,Jan,31-40,7 years,Policy Holder,1,1994,0,57062,655d395b7086282ba8e0813d,655d5a177086282ba8e08156
655e239591d67ee903e53d87,285,All Perils,Dec,Jan,21-30,7 years,Policy Holder,0,1994,0,27033,655d395b7086282ba8e08147,655d5a177086282ba8e08159
655e239591d67ee903e53d88,286,All Perils,Dec,Jan,31-40,6 years,Policy Holder,0,1994,1,26102,655d395b7086282ba8e0812e,655d5a177086282ba8e08156
655e239591d67ee903e53d89,287,Liability,Jan,Jan,31-40,more than 7,Policy Holder,5,1994,0,63902,655d395b7086282ba8e08134,655d5a177086282ba8e08158
655e239591d67ee903e53d8a,288,Liability,Jan,Jan,20-Nov,new,Policy Holder,2,1994,0,62234,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e53d8b,289,Collision,Jan,Jan,31-40,7 years,Policy Holder,7,1994,1,28582,655d395b7086282ba8e0813e,655d5a177086282ba8e08157
655e239591d67ee903e53d8c,290,Liability,Jan,Jan,31-40,7 years,Policy Holder,5,1994,0,56696,655d395b7086282ba8e08125,655d5a177086282ba8e08154
655e239591d67ee903e53d8d,291,Liability,Jan,Jan,21-30,7 years,Third Party,0,1994,0,65621,655d395b7086282ba8e0813d,655d5a177086282ba8e0815a
655e239591d67ee903e53d8e,292,All Perils,Jan,Jan,51-60,more than 7,Policy Holder,5,1994,0,25471,655d395b7086282ba8e08147,655d5a177086282ba8e0815b
655e239591d67ee903e53d8f,293,All Perils,Jan,Jan,71-80,7 years,Third Party,0,1994,0,11368,655d395b7086282ba8e0812e,655d5a177086282ba8e08152
655e239591d67ee903e53d90,294,Liability,Jan,Jan,41-50,more than 7,Policy Holder,5,1994,0,62516,655d395b7086282ba8e0812b,655d5a177086282ba8e08153
655e239591d67ee903e53d91,295,Liability,Jan,Jan,20-Nov,new,Policy Holder,4,1994,0,63496,655d395b7086282ba8e0812d,655d5a177086282ba8e08159
655e239591d67ee903e53d92,296,All Perils,Jan,Jan,71-80,6 years,Policy Holder,0,1994,0,10853,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e53d93,297,Liability,Jan,Jan,31-40,7 years,Third Party,1,1994,1,59331,655d395b7086282ba8e0812d,655d5a177086282ba8e0815a
655e239591d67ee903e53d94,298,Collision,Dec,Jan,41-50,7 years,Policy Holder,2,1994,1,28814,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e53d95,299,Collision,Jan,Jan,31-40,6 years,Third Party,1,1994,1,21357,655d395b7086282ba8e0812e,655d5a177086282ba8e08157
655e239591d67ee903e53d96,300,All Perils,Jan,Mar,31-40,7 years,Third Party,0,1994,0,28414,655d395b7086282ba8e08124,655d5a177086282ba8e08159
655e239591d67ee903e53d97,301,Collision,Dec,Jan,21-30,3 years,Third Party,3,1994,1,15594,655d395b7086282ba8e0813e,655d5a177086282ba8e08158
655e239591d67ee903e53d98,302,Collision,Dec,Jan,21-30,5 years,Policy Holder,4,1994,0,15053,655d395b7086282ba8e0812e,655d5a177086282ba8e08156
655e239591d67ee903e53d99,303,Collision,Dec,Jan,31-40,6 years,Third Party,2,1994,1,26987,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e53d9a,304,All Perils,Feb,Feb,71-80,7 years,Policy Holder,2,1994,0,10355,655d395b7086282ba8e0813e,655d5a177086282ba8e0815b
655e239591d67ee903e53d9b,305,All Perils,May,May,31-40,7 years,Policy Holder,3,1994,0,14681,655d395b7086282ba8e08147,655d5a177086282ba8e0814f
655e239591d67ee903e53d9c,306,All Perils,Apr,May,31-40,5 years,Policy Holder,4,1994,0,29063,655d395b7086282ba8e08149,655d5a177086282ba8e0815a
655e239591d67ee903e53d9d,307,Liability,Apr,Apr,31-40,6 years,Policy Holder,2,1994,0,65437,655d395b7086282ba8e0812d,655d5a177086282ba8e0815c
655e239591d67ee903e53d9e,308,Liability,Apr,Apr,41-50,6 years,Policy Holder,6,1994,0,62201,655d395b7086282ba8e0813d,655d5a177086282ba8e0814e
655e239591d67ee903e53d9f,309,All Perils,Dec,Jan,41-50,more than 7,Policy Holder,0,1994,0,15569,655d395b7086282ba8e0813e,655d5a177086282ba8e08150
655e239591d67ee903e53da0,310,All Perils,Dec,Jan,20-Nov,new,Policy Holder,0,1994,0,26284,655d395b7086282ba8e0812e,655d5a177086282ba8e08159
655e239591d67ee903e53da1,311,Liability,Oct,Oct,31-40,6 years,Policy Holder,3,1994,1,55630,655d395b7086282ba8e0812d,655d5a177086282ba8e08157
655e239591d67ee903e53da2,312,Collision,Oct,Oct,31-40,7 years,Policy Holder,0,1994,0,25171,655d395b7086282ba8e0813e,655d5a177086282ba8e08155
655e239591d67ee903e53da3,313,Liability,Mar,Mar,31-40,6 years,Policy Holder,7,1994,1,51554,655d395b7086282ba8e08138,655d5a177086282ba8e0815c
655e239591d67ee903e53da4,314,Collision,Apr,Apr,31-40,7 years,Policy Holder,0,1994,0,15567,655d395b7086282ba8e0812e,655d5a177086282ba8e0815b
655e239591d67ee903e53da5,315,Liability,Mar,Apr,41-50,7 years,Third Party,0,1994,1,52958,655d395b7086282ba8e0813d,655d5a177086282ba8e0814e
655e239591d67ee903e53da6,316,All Perils,Dec,Jan,20-Nov,new,Policy Holder,1,1994,1,49165,655d395b7086282ba8e0812f,655d5a177086282ba8e0815b
655e239591d67ee903e53da7,317,All Perils,May,Jun,41-50,more than 7,Policy Holder,0,1994,1,34723,655d395b7086282ba8e08120,655d5a177086282ba8e0815c
655e239591d67ee903e53da8,318,Collision,Jan,Jan,20-Nov,new,Policy Holder,1,1994,1,18735,655d395b7086282ba8e0812e,655d5a177086282ba8e0815a
655e239591d67ee903e53da9,319,Collision,May,May,41-50,7 years,Policy Holder,0,1994,0,27499,655d395b7086282ba8e0813e,655d5a177086282ba8e0815c
655e239591d67ee903e53daa,320,Liability,Apr,Apr,31-40,5 years,Policy Holder,3,1994,0,52296,655d395b7086282ba8e08134,655d5a177086282ba8e08159
